"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"364","blue-collar","married","secondary",2039,"yes","no","nov",2,-1,0,"nonexistent","no"
"365","management","married","tertiary",5450,"no","no","aug",2,-1,0,"nonexistent","no"
"366","student","single","secondary",780,"no","no","sep",1,-1,0,"nonexistent","no"
"367","technician","single","secondary",0,"yes","no","apr",2,-1,0,"nonexistent","no"
"368","management","single","tertiary",8436,"yes","no","apr",1,149,2,"failure","no"
"369","technician","single","primary",11262,"no","no","aug",1,-1,0,"nonexistent","yes"
"370","entrepreneur","married","secondary",946,"yes","no","nov",1,183,1,"nonexistent","no"
"371","housemaid","married","tertiary",497,"no","no","jun",5,-1,0,"nonexistent","no"
"372","retired","married","primary",55,"no","no","jun",1,-1,0,"nonexistent","no"
"373","services","married","secondary",-140,"no","no","jun",3,-1,0,"nonexistent","no"
"374","technician","married","secondary",-379,"yes","no","aug",1,-1,0,"nonexistent","no"
"375","admin.","married","secondary",-396,"yes","no","may",1,308,4,"failure","no"
"376","services","single","secondary",0,"yes","no","may",6,363,9,"failure","no"
"377","management","married","primary",733,"yes","no","jun",7,-1,0,"nonexistent","no"
"378","management","married","tertiary",393,"yes","no","may",3,275,4,"failure","yes"
"379","technician","divorced","primary",7290,"yes","no","may",1,-1,0,"nonexistent","no"
"380","services","single","secondary",468,"yes","no","may",1,-1,0,"nonexistent","no"
"381","blue-collar","married","secondary",0,"yes","no","apr",1,325,1,"failure","no"
"382","blue-collar","married","primary",3705,"yes","no","jun",1,-1,0,"nonexistent","no"
"383","retired","married","tertiary",9676,"no","no","mar",2,-1,0,"nonexistent","yes"
"384","services","married","secondary",1328,"yes","no","may",2,341,4,"failure","no"
"385","blue-collar","married","primary",8,"yes","no","jul",2,-1,0,"nonexistent","no"
"386","blue-collar","married","primary",61,"no","no","apr",1,-1,0,"nonexistent","no"
"387","management","married","tertiary",6613,"no","no","jun",3,-1,0,"nonexistent","no"
"388","technician","married","secondary",302,"yes","no","may",3,-1,0,"nonexistent","no"
"389","blue-collar","married","secondary",1005,"no","no","may",1,-1,0,"nonexistent","no"
"390","services","married","secondary",109,"yes","no","may",3,-1,0,"nonexistent","no"
"391","management","single","tertiary",1240,"yes","no","feb",2,260,1,"nonexistent","no"
"392","blue-collar","single","primary",0,"yes","yes","jun",4,-1,0,"nonexistent","no"
"394","technician","married","secondary",0,"no","no","aug",4,-1,0,"nonexistent","no"
"395","blue-collar","married","secondary",43,"yes","no","may",2,358,2,"failure","no"
"396","technician","married","secondary",288,"yes","no","may",4,-1,0,"nonexistent","no"
"397","admin.","married","secondary",613,"yes","no","jun",1,-1,0,"nonexistent","no"
"398","technician","single","tertiary",6101,"no","no","may",5,87,1,"success","no"
"399","blue-collar","married","primary",168,"yes","yes","may",3,-1,0,"nonexistent","no"
"400","blue-collar","married","primary",7685,"yes","no","apr",3,-1,0,"nonexistent","no"
"401","technician","divorced","tertiary",4515,"yes","no","nov",2,-1,0,"nonexistent","no"
"402","blue-collar","single","secondary",517,"no","yes","jul",1,-1,0,"nonexistent","yes"
"403","blue-collar","single","secondary",148,"no","no","jul",1,-1,0,"nonexistent","no"
"404","retired","married","primary",-285,"no","yes","nov",1,-1,0,"nonexistent","no"
"405","blue-collar","married","secondary",887,"no","no","jun",1,-1,0,"nonexistent","no"
"406","self-employed","married","secondary",3098,"yes","no","aug",2,-1,0,"nonexistent","no"
"407","technician","married","tertiary",744,"yes","no","may",1,-1,0,"nonexistent","no"
"408","technician","married","secondary",130,"no","no","jul",2,-1,0,"nonexistent","no"
"409","management","married","secondary",438,"yes","no","may",3,303,1,"failure","no"
"410","admin.","married","secondary",0,"no","no","jan",1,98,2,"failure","yes"
"411","management","married","tertiary",322,"no","no","aug",4,-1,0,"nonexistent","no"
"412","blue-collar","single","secondary",186,"no","no","feb",1,-1,0,"nonexistent","no"
"413","retired","divorced","tertiary",3810,"yes","no","nov",1,183,1,"failure","yes"
"414","management","married","tertiary",0,"no","no","aug",2,-1,0,"nonexistent","no"
"415","blue-collar","married","secondary",4380,"no","no","aug",7,-1,0,"nonexistent","no"
"416","management","divorced","tertiary",755,"no","no","jul",4,-1,0,"nonexistent","yes"
"417","services","single","secondary",2070,"no","no","aug",2,-1,0,"nonexistent","no"
"418","blue-collar","single","primary",999,"no","no","jan",2,-1,0,"nonexistent","no"
"419","self-employed","married","secondary",167,"yes","yes","jul",1,-1,0,"nonexistent","no"
"420","technician","married","secondary",1322,"yes","yes","nov",1,-1,0,"nonexistent","no"
"421","admin.","divorced","secondary",1076,"yes","no","may",1,-1,0,"nonexistent","no"
"422","management","married","tertiary",502,"yes","no","may",1,351,1,"failure","no"
"423","technician","single","tertiary",1216,"yes","no","apr",2,-1,0,"nonexistent","no"
"424","management","single","tertiary",876,"yes","no","apr",4,327,2,"failure","no"
"425","services","single","secondary",342,"yes","no","may",1,-1,0,"nonexistent","no"
"426","blue-collar","single","primary",950,"yes","no","jun",3,-1,0,"nonexistent","no"
"427","blue-collar","married","primary",973,"yes","yes","may",1,-1,0,"nonexistent","no"
"428","technician","married","tertiary",3825,"yes","no","may",1,-1,0,"nonexistent","no"
"429","blue-collar","married","secondary",2366,"yes","no","may",2,-1,0,"nonexistent","no"
"430","management","married","tertiary",542,"yes","no","nov",1,-1,0,"nonexistent","no"
"431","management","married","primary",995,"no","no","feb",3,-1,0,"nonexistent","no"
"432","management","married","tertiary",20,"yes","no","may",1,-1,0,"nonexistent","no"
"433","technician","single","tertiary",228,"yes","no","jul",4,-1,0,"nonexistent","no"
"434","blue-collar","married","secondary",130,"no","no","may",1,337,3,"failure","no"
"435","management","married","tertiary",217,"no","yes","jul",2,-1,0,"nonexistent","no"
"436","entrepreneur","divorced","tertiary",0,"no","no","jun",2,-1,0,"nonexistent","no"
"437","self-employed","married","tertiary",259,"yes","no","may",1,-1,0,"nonexistent","no"
"438","admin.","single","secondary",619,"yes","no","apr",5,322,4,"nonexistent","no"
"439","management","married","secondary",644,"yes","no","nov",2,-1,0,"nonexistent","no"
"440","management","married","tertiary",22,"yes","no","aug",2,-1,0,"nonexistent","no"
"441","admin.","divorced","tertiary",4303,"yes","no","may",1,-1,0,"nonexistent","no"
"442","admin.","single","secondary",239,"yes","no","may",3,-1,0,"nonexistent","no"
"443","technician","single","secondary",275,"no","no","aug",8,-1,0,"nonexistent","no"
"444","management","married","tertiary",1221,"yes","no","jul",4,-1,0,"nonexistent","yes"
"445","retired","married","secondary",816,"no","no","sep",2,-1,0,"nonexistent","no"
"446","blue-collar","married","secondary",1222,"yes","no","apr",1,-1,0,"nonexistent","no"
"447","technician","married","secondary",2363,"yes","no","may",1,-1,0,"nonexistent","no"
"448","retired","married","tertiary",2262,"no","no","apr",1,-1,0,"nonexistent","no"
"449","admin.","married","secondary",2,"no","no","jul",1,-1,0,"nonexistent","no"
"450","entrepreneur","married","tertiary",2,"yes","no","nov",1,-1,0,"nonexistent","no"
"451","technician","married","secondary",4508,"yes","no","nov",1,-1,0,"nonexistent","yes"
"452","admin.","divorced","secondary",-402,"yes","no","apr",1,-1,0,"nonexistent","no"
"453","technician","married","secondary",1577,"yes","yes","may",2,-1,0,"nonexistent","no"
"454","blue-collar","married","secondary",34,"yes","no","may",2,-1,0,"nonexistent","no"
"455","management","married","tertiary",795,"no","no","aug",24,-1,0,"nonexistent","no"
"456","blue-collar","married","secondary",117,"yes","no","may",1,-1,0,"nonexistent","no"
"457","self-employed","single","tertiary",5462,"no","no","apr",1,-1,0,"nonexistent","yes"
"458","services","single","secondary",402,"no","yes","jul",1,-1,0,"nonexistent","no"
"459","technician","single","secondary",641,"no","no","jul",6,-1,0,"nonexistent","no"
"460","management","divorced","tertiary",36,"no","no","may",1,102,2,"failure","no"
"461","unemployed","married","tertiary",383,"no","no","may",3,-1,0,"nonexistent","no"
"462","blue-collar","married","secondary",283,"yes","no","aug",3,-1,0,"nonexistent","no"
"463","management","divorced","tertiary",0,"no","no","jun",1,-1,0,"nonexistent","no"
"464","blue-collar","divorced","secondary",3102,"yes","no","nov",1,-1,0,"nonexistent","no"
"465","blue-collar","married","secondary",889,"yes","no","sep",1,99,5,"success","yes"
"466","housemaid","married","secondary",0,"no","no","feb",1,99,4,"failure","no"
"467","self-employed","married","secondary",-370,"yes","no","may",1,-1,0,"nonexistent","no"
"468","management","married","tertiary",-606,"yes","no","may",1,-1,0,"nonexistent","no"
"469","management","single","secondary",10378,"yes","no","nov",3,-1,0,"nonexistent","no"
"470","blue-collar","single","primary",1313,"yes","no","jun",10,-1,0,"nonexistent","no"
"471","management","married","tertiary",8969,"yes","no","nov",1,-1,0,"nonexistent","no"
"472","self-employed","married","secondary",-196,"yes","no","may",2,-1,0,"nonexistent","no"
"473","entrepreneur","married","secondary",15,"yes","no","jul",1,-1,0,"nonexistent","no"
"474","admin.","married","secondary",4608,"no","no","mar",1,-1,0,"nonexistent","yes"
"475","management","married","tertiary",666,"yes","no","may",3,-1,0,"nonexistent","no"
"476","blue-collar","married","primary",452,"yes","no","may",4,-1,0,"nonexistent","no"
"477","blue-collar","married","secondary",149,"yes","no","may",1,-1,0,"nonexistent","no"
"478","retired","married","tertiary",7802,"no","no","may",1,92,2,"success","yes"
"479","services","married","secondary",1453,"yes","no","may",1,-1,0,"nonexistent","no"
"480","blue-collar","married","secondary",1480,"yes","no","may",1,-1,0,"nonexistent","no"
"482","management","single","secondary",237,"yes","no","jul",4,-1,0,"nonexistent","no"
"483","technician","married","secondary",694,"yes","no","feb",4,196,5,"failure","no"
"484","management","married","tertiary",0,"no","no","jul",8,-1,0,"nonexistent","no"
"485","management","married","tertiary",55,"yes","no","jun",2,-1,0,"nonexistent","no"
"486","housemaid","married","primary",136,"yes","no","jun",10,-1,0,"nonexistent","no"
"487","services","divorced","secondary",-404,"yes","no","jul",3,-1,0,"nonexistent","no"
"488","blue-collar","married","primary",779,"yes","no","may",3,-1,0,"nonexistent","no"
"489","blue-collar","single","primary",1187,"yes","no","jun",2,-1,0,"nonexistent","no"
"490","management","married","tertiary",641,"yes","no","aug",2,-1,0,"nonexistent","no"
"492","services","divorced","secondary",991,"yes","no","may",1,-1,0,"nonexistent","no"
"493","admin.","married","secondary",1796,"no","no","mar",1,91,2,"success","yes"
"494","admin.","married","secondary",22,"no","no","aug",6,-1,0,"nonexistent","yes"
"495","technician","single","secondary",244,"yes","no","aug",4,-1,0,"nonexistent","yes"
"496","management","divorced","tertiary",1328,"yes","no","may",1,-1,0,"nonexistent","no"
"497","housemaid","married","secondary",7317,"yes","no","may",1,370,1,"failure","no"
"498","technician","single","secondary",4943,"yes","yes","nov",2,-1,0,"nonexistent","no"
"499","technician","single","secondary",258,"no","yes","jun",2,-1,0,"nonexistent","no"
"500","management","single","tertiary",515,"yes","no","nov",2,-1,0,"nonexistent","no"
"501","management","single","tertiary",12607,"no","no","aug",5,84,1,"failure","no"
"502","admin.","married","secondary",2,"yes","yes","jul",9,-1,0,"nonexistent","no"
"503","management","married","tertiary",13,"no","no","aug",5,-1,0,"nonexistent","no"
"504","student","single","primary",103,"no","no","jul",2,-1,0,"nonexistent","yes"
"505","management","married","tertiary",3872,"no","no","oct",1,-1,0,"nonexistent","no"
"506","unemployed","married","secondary",296,"yes","no","may",3,-1,0,"nonexistent","no"
"507","self-employed","single","primary",217,"no","yes","jul",6,-1,0,"nonexistent","no"
"508","self-employed","divorced","tertiary",360,"yes","no","jun",5,-1,0,"nonexistent","no"
"509","blue-collar","single","secondary",428,"yes","no","may",1,-1,0,"nonexistent","no"
"510","blue-collar","single","secondary",315,"no","no","jun",1,-1,0,"nonexistent","yes"
"511","blue-collar","married","secondary",121,"yes","yes","feb",1,212,2,"failure","no"
"512","management","married","tertiary",820,"yes","no","jul",3,-1,0,"nonexistent","no"
"513","technician","married","secondary",195,"yes","no","feb",1,63,5,"failure","yes"
"514","management","divorced","tertiary",108,"yes","no","may",2,-1,0,"nonexistent","no"
"515","management","married","tertiary",-381,"yes","no","jul",29,-1,0,"nonexistent","no"
"516","unemployed","divorced","primary",757,"no","no","apr",1,325,4,"failure","no"
"517","technician","married","tertiary",691,"yes","yes","jun",1,-1,0,"nonexistent","no"
"518","blue-collar","married","primary",1925,"yes","no","apr",2,-1,0,"nonexistent","yes"
"519","management","married","tertiary",902,"yes","no","may",1,367,2,"nonexistent","no"
"520","retired","married","secondary",5207,"no","no","sep",1,81,2,"nonexistent","no"
"521","services","married","secondary",0,"no","no","jun",1,-1,0,"nonexistent","no"
"522","entrepreneur","married","secondary",665,"no","no","nov",1,-1,0,"nonexistent","no"
"523","admin.","divorced","secondary",738,"yes","no","nov",4,191,4,"failure","no"
"524","blue-collar","married","primary",233,"no","no","aug",3,-1,0,"nonexistent","no"
"525","services","married","secondary",-839,"yes","no","may",1,-1,0,"nonexistent","no"
"526","retired","married","primary",5799,"no","no","jun",1,-1,0,"nonexistent","no"
"527","admin.","married","secondary",1033,"yes","no","may",1,-1,0,"nonexistent","no"
"528","unemployed","divorced","secondary",66,"no","no","jul",3,-1,0,"nonexistent","no"
"529","services","married","primary",2567,"yes","no","may",1,360,2,"failure","no"
"530","management","married","tertiary",1584,"yes","no","nov",1,-1,0,"nonexistent","no"
"531","services","single","secondary",182,"yes","no","may",1,-1,0,"nonexistent","no"
"532","management","married","primary",76,"yes","no","may",4,-1,0,"nonexistent","no"
"533","admin.","single","secondary",663,"yes","no","apr",1,-1,0,"nonexistent","no"
"534","technician","divorced","secondary",3455,"yes","no","may",2,-1,0,"nonexistent","no"
"535","blue-collar","married","secondary",15,"no","no","jun",1,-1,0,"nonexistent","no"
"536","blue-collar","married","primary",1054,"no","no","aug",1,-1,0,"nonexistent","no"
"537","management","married","tertiary",1529,"no","no","jun",1,-1,0,"nonexistent","no"
"538","management","single","secondary",63,"no","no","jul",4,-1,0,"nonexistent","no"
